Date Time: 13:43:11.987 14/09/2025
Type interrogator: FBG-scan 908
ID number: F13421-0009-008
Software version: v3.1.9
Active channel: 8
Integration Time [µs]: 129
High Sensitivity: FALSE
Sample Speed [Hz]: 50
Data interleave: 1
Noise Threshold: 7.227661
Comment: Water at 100mL increments

Index	Wav0	
8-1	1510.3452
8-2	1513.6951
8-3	1516.5538
8-4	1519.8015
8-5	1522.7593
8-6	1525.8528
8-7	1529.0231
8-8	1532.1917
8-9	1535.2935
8-10	1538.5812
8-11	1541.4745
8-12	1544.4465
8-13	1547.5867
8-14	1550.7219
8-15	1553.7548
8-16	1556.7789
8-17	1559.5591
8-18	1563.2168
8-19	1566.3138
8-20	1569.2654
8-21	1572.6804
8-22	1575.3846
8-23	1578.4993
8-24	1581.6807
8-25	1584.8802
8-26	1588.6422

Date	Time	LineNumber	System status	Wav8-1	Wav8-2	Wav8-3	Wav8-4	Wav8-5	Wav8-6	Wav8-7	Wav8-8	Wav8-9	Wav8-10	Wav8-11	Wav8-12	Wav8-13	Wav8-14	Wav8-15	Wav8-16	Wav8-17	Wav8-18	Wav8-19	Wav8-20	Wav8-21	Wav8-22	Wav8-23	Wav8-24	Wav8-25	Wav8-26	Pow8-1	Pow8-2	Pow8-3	Pow8-4	Pow8-5	Pow8-6	Pow8-7	Pow8-8	Pow8-9	Pow8-10	Pow8-11	Pow8-12	Pow8-13	Pow8-14	Pow8-15	Pow8-16	Pow8-17	Pow8-18	Pow8-19	Pow8-20	Pow8-21	Pow8-22	Pow8-23	Pow8-24	Pow8-25	Pow8-26
2025/09/14	13:43:15	48189	0 0 0 0	1510.3511	1513.6941	1516.5663	1519.8091	1522.7537	1525.8484	1529.0494	1532.1974	1535.2852	1538.5852	1541.4844	1544.4446	1547.5840	1550.7262	1553.7700	1556.7733	1559.5463	1563.2184	1566.3219	1569.2634	1572.6940	1575.3782	1578.5077	1581.6938	1584.8912	1587.9960	37.4	43.8	43.1	46.8	41.9	62.2	61.7	59.5	70.3	56.9	69.2	65.6	83.9	74.6	79.3	78.0	63.1	69.2	70.5	63.8	65.2	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:15	48190	0 0 0 0	1510.3511	1513.6941	1516.5664	1519.8090	1522.7535	1525.8484	1529.0494	1532.1974	1535.2853	1538.5852	1541.4843	1544.4447	1547.5839	1550.7261	1553.7700	1556.7733	1559.5464	1563.2183	1566.3218	1569.2633	1572.6938	1575.3782	1578.5079	1581.6938	1584.8912	1587.9957	37.4	43.7	43.1	46.8	41.9	62.2	61.6	59.5	70.3	56.9	69.2	65.6	83.9	74.6	79.3	77.9	63.2	69.2	70.5	63.8	65.2	64.9	48.7	41.6	45.1	40.5
2025/09/14	13:43:16	48191	0 0 0 0	1510.3513	1513.6938	1516.5663	1519.8088	1522.7534	1525.8483	1529.0492	1532.1973	1535.2853	1538.5854	1541.4841	1544.4445	1547.5840	1550.7261	1553.7699	1556.7733	1559.5463	1563.2181	1566.3219	1569.2634	1572.6940	1575.3782	1578.5078	1581.6938	1584.8912	1587.9961	37.4	43.8	43.1	46.8	41.9	62.1	61.6	59.4	70.4	56.9	69.2	65.6	83.9	74.6	79.4	78.0	63.2	69.2	70.5	63.8	65.2	64.8	48.7	41.7	45.0	40.5
2025/09/14	13:43:16	48192	0 0 0 0	1510.3510	1513.6940	1516.5664	1519.8090	1522.7533	1525.8483	1529.0493	1532.1971	1535.2853	1538.5853	1541.4844	1544.4445	1547.5840	1550.7262	1553.7701	1556.7733	1559.5461	1563.2183	1566.3219	1569.2632	1572.6941	1575.3782	1578.5079	1581.6937	1584.8912	1587.9961	37.3	43.8	43.1	46.8	41.9	62.2	61.7	59.6	70.3	56.8	69.2	65.6	83.8	74.7	79.4	78.0	63.1	69.3	70.5	63.8	65.1	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48193	0 0 0 0	1510.3512	1513.6938	1516.5665	1519.8090	1522.7537	1525.8484	1529.0493	1532.1973	1535.2854	1538.5853	1541.4843	1544.4446	1547.5840	1550.7261	1553.7700	1556.7732	1559.5464	1563.2181	1566.3217	1569.2634	1572.6941	1575.3781	1578.5077	1581.6938	1584.8915	1587.9958	37.3	43.8	43.1	46.8	41.9	62.1	61.6	59.5	70.3	56.8	69.1	65.6	84.0	74.7	79.3	77.9	63.3	69.2	70.3	63.8	65.2	64.8	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48194	0 0 0 0	1510.3513	1513.6936	1516.5664	1519.8088	1522.7535	1525.8484	1529.0494	1532.1971	1535.2853	1538.5853	1541.4844	1544.4445	1547.5840	1550.7262	1553.7700	1556.7732	1559.5463	1563.2181	1566.3219	1569.2634	1572.6942	1575.3782	1578.5079	1581.6937	1584.8915	1587.9958	37.4	43.8	43.1	46.8	41.9	62.2	61.5	59.5	70.3	56.9	69.1	65.5	83.9	74.7	79.3	78.1	63.2	69.2	70.5	63.9	65.3	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48195	0 0 0 0	1510.3514	1513.6937	1516.5664	1519.8091	1522.7534	1525.8484	1529.0494	1532.1971	1535.2850	1538.5853	1541.4844	1544.4445	1547.5839	1550.7261	1553.7701	1556.7732	1559.5464	1563.2184	1566.3218	1569.2632	1572.6941	1575.3782	1578.5079	1581.6937	1584.8914	1587.9958	37.4	43.8	43.1	46.8	41.9	62.2	61.7	59.5	70.2	56.9	69.2	65.4	83.9	74.5	79.4	78.0	63.2	69.3	70.4	63.8	65.1	64.9	48.7	41.7	45.0	40.5
2025/09/14	13:43:16	48196	0 0 0 0	1510.3512	1513.6938	1516.5663	1519.8088	1522.7533	1525.8484	1529.0492	1532.1970	1535.2853	1538.5852	1541.4843	1544.4443	1547.5839	1550.7261	1553.7700	1556.7732	1559.5463	1563.2181	1566.3219	1569.2633	1572.6940	1575.3782	1578.5079	1581.6937	1584.8915	1587.9958	37.4	43.8	43.1	46.8	41.9	62.2	61.6	59.5	70.3	56.9	69.2	65.5	84.0	74.6	79.3	78.1	63.2	69.3	70.4	63.9	65.2	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48197	0 0 0 0	1510.3511	1513.6937	1516.5664	1519.8090	1522.7532	1525.8485	1529.0493	1532.1974	1535.2853	1538.5852	1541.4843	1544.4443	1547.5839	1550.7260	1553.7700	1556.7732	1559.5463	1563.2181	1566.3218	1569.2633	1572.6940	1575.3781	1578.5077	1581.6937	1584.8915	1587.9961	37.4	43.8	43.1	46.8	41.9	62.1	61.6	59.5	70.3	56.9	69.2	65.6	83.8	74.6	79.3	78.0	63.1	69.3	70.5	63.7	65.2	64.8	48.7	41.7	45.0	40.5
2025/09/14	13:43:16	48198	0 0 0 0	1510.3514	1513.6938	1516.5660	1519.8090	1522.7533	1525.8486	1529.0494	1532.1974	1535.2854	1538.5853	1541.4844	1544.4445	1547.5841	1550.7262	1553.7700	1556.7732	1559.5463	1563.2181	1566.3219	1569.2633	1572.6941	1575.3782	1578.5078	1581.6936	1584.8916	1587.9961	37.4	43.8	43.1	46.8	41.9	62.1	61.6	59.5	70.2	56.9	69.1	65.5	83.9	74.6	79.3	78.0	63.2	69.2	70.4	63.8	65.2	64.9	48.7	41.6	45.1	40.5
2025/09/14	13:43:16	48199	0 0 0 0	1510.3511	1513.6937	1516.5664	1519.8091	1522.7531	1525.8488	1529.0494	1532.1971	1535.2854	1538.5853	1541.4843	1544.4442	1547.5839	1550.7260	1553.7699	1556.7732	1559.5463	1563.2181	1566.3219	1569.2632	1572.6942	1575.3781	1578.5078	1581.6940	1584.8917	1587.9961	37.3	43.8	43.1	46.8	41.9	62.1	61.6	59.5	70.3	56.9	69.1	65.5	83.8	74.7	79.3	78.1	63.2	69.2	70.5	63.9	65.1	64.9	48.7	41.7	45.0	40.5
2025/09/14	13:43:16	48200	0 0 0 0	1510.3511	1513.6937	1516.5664	1519.8090	1522.7532	1525.8483	1529.0496	1532.1971	1535.2853	1538.5856	1541.4841	1544.4443	1547.5839	1550.7262	1553.7699	1556.7732	1559.5465	1563.2183	1566.3218	1569.2633	1572.6943	1575.3782	1578.5077	1581.6937	1584.8917	1587.9960	37.3	43.8	43.1	46.8	41.9	62.2	61.5	59.5	70.3	56.9	69.1	65.5	83.9	74.6	79.4	78.0	63.2	69.1	70.4	63.8	65.2	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48201	0 0 0 0	1510.3512	1513.6936	1516.5664	1519.8091	1522.7535	1525.8485	1529.0494	1532.1973	1535.2854	1538.5853	1541.4843	1544.4443	1547.5839	1550.7263	1553.7700	1556.7731	1559.5465	1563.2183	1566.3218	1569.2632	1572.6941	1575.3781	1578.5078	1581.6938	1584.8915	1587.9962	37.3	43.8	43.1	46.8	41.9	62.1	61.5	59.5	70.3	57.0	69.2	65.5	83.9	74.6	79.3	78.0	63.3	69.2	70.4	63.8	65.2	64.9	48.8	41.6	45.0	40.5
2025/09/14	13:43:16	48202	0 0 0 0	1510.3511	1513.6938	1516.5663	1519.8088	1522.7532	1525.8485	1529.0493	1532.1973	1535.2854	1538.5853	1541.4844	1544.4445	1547.5840	1550.7262	1553.7700	1556.7732	1559.5463	1563.2183	1566.3218	1569.2632	1572.6940	1575.3779	1578.5076	1581.6938	1584.8918	1587.9958	37.3	43.8	43.1	46.8	41.8	62.2	61.5	59.5	70.3	56.9	69.2	65.5	83.9	74.6	79.3	78.0	63.2	69.2	70.5	63.9	65.2	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48203	0 0 0 0	1510.3513	1513.6935	1516.5664	1519.8090	1522.7533	1525.8485	1529.0496	1532.1973	1535.2854	1538.5854	1541.4843	1544.4445	1547.5839	1550.7261	1553.7699	1556.7732	1559.5464	1563.2183	1566.3219	1569.2631	1572.6941	1575.3782	1578.5078	1581.6936	1584.8918	1587.9961	37.3	43.8	43.1	46.8	41.9	62.1	61.6	59.5	70.3	56.9	69.2	65.5	83.9	74.5	79.3	78.0	63.3	69.2	70.4	63.8	65.3	64.9	48.8	41.6	45.0	40.5
2025/09/14	13:43:16	48204	0 0 0 0	1510.3513	1513.6937	1516.5664	1519.8091	1522.7533	1525.8485	1529.0496	1532.1973	1535.2854	1538.5853	1541.4843	1544.4443	1547.5839	1550.7262	1553.7699	1556.7732	1559.5461	1563.2183	1566.3219	1569.2632	1572.6941	1575.3782	1578.5078	1581.6937	1584.8918	1587.9960	37.4	43.9	43.1	46.8	41.9	62.1	61.6	59.5	70.3	56.9	69.1	65.5	83.9	74.6	79.3	78.0	63.3	69.2	70.5	63.9	65.2	64.9	48.7	41.7	45.0	40.5
2025/09/14	13:43:16	48205	0 0 0 0	1510.3516	1513.6936	1516.5664	1519.8087	1522.7531	1525.8485	1529.0497	1532.1971	1535.2854	1538.5854	1541.4841	1544.4443	1547.5839	1550.7262	1553.7700	1556.7732	1559.5464	1563.2181	1566.3219	1569.2631	1572.6941	1575.3781	1578.5078	1581.6936	1584.8916	1587.9958	37.4	43.8	43.1	46.8	41.9	62.1	61.6	59.5	70.3	56.9	69.2	65.5	83.9	74.5	79.3	78.0	63.2	69.2	70.4	63.8	65.2	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48206	0 0 0 0	1510.3513	1513.6936	1516.5663	1519.8090	1522.7534	1525.8486	1529.0496	1532.1973	1535.2855	1538.5854	1541.4843	1544.4443	1547.5837	1550.7262	1553.7699	1556.7732	1559.5463	1563.2183	1566.3217	1569.2633	1572.6940	1575.3782	1578.5077	1581.6937	1584.8920	1587.9961	37.3	43.8	43.1	46.8	41.9	62.1	61.6	59.5	70.3	56.9	69.2	65.5	83.9	74.6	79.4	78.0	63.2	69.1	70.4	63.8	65.2	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48207	0 0 0 0	1510.3512	1513.6935	1516.5663	1519.8088	1522.7531	1525.8483	1529.0497	1532.1973	1535.2853	1538.5853	1541.4843	1544.4443	1547.5840	1550.7261	1553.7701	1556.7731	1559.5464	1563.2183	1566.3218	1569.2634	1572.6941	1575.3781	1578.5077	1581.6938	1584.8917	1587.9962	37.3	43.7	43.1	46.8	41.9	62.1	61.5	59.5	70.4	56.9	69.2	65.6	83.9	74.6	79.3	78.1	63.3	69.2	70.4	63.8	65.1	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48208	0 0 0 0	1510.3514	1513.6935	1516.5660	1519.8091	1522.7531	1525.8484	1529.0496	1532.1974	1535.2852	1538.5856	1541.4843	1544.4442	1547.5840	1550.7261	1553.7701	1556.7731	1559.5464	1563.2183	1566.3218	1569.2632	1572.6941	1575.3779	1578.5081	1581.6937	1584.8918	1587.9960	37.4	43.8	43.1	46.8	41.9	62.1	61.6	59.5	70.3	56.9	69.1	65.6	83.9	74.6	79.2	78.1	63.3	69.1	70.5	63.8	65.2	64.8	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48209	0 0 0 0	1510.3513	1513.6934	1516.5663	1519.8088	1522.7532	1525.8484	1529.0494	1532.1974	1535.2853	1538.5857	1541.4844	1544.4442	1547.5839	1550.7262	1553.7699	1556.7731	1559.5464	1563.2181	1566.3218	1569.2632	1572.6941	1575.3781	1578.5078	1581.6937	1584.8916	1587.9961	37.4	43.8	43.1	46.8	41.9	62.1	61.6	59.4	70.3	56.8	69.1	65.5	84.0	74.6	79.3	77.9	63.3	69.2	70.4	63.7	65.2	64.9	48.7	41.6	45.1	40.5
2025/09/14	13:43:16	48210	0 0 0 0	1510.3513	1513.6934	1516.5663	1519.8088	1522.7531	1525.8485	1529.0496	1532.1974	1535.2854	1538.5853	1541.4844	1544.4441	1547.5839	1550.7261	1553.7700	1556.7731	1559.5464	1563.2184	1566.3219	1569.2632	1572.6941	1575.3781	1578.5078	1581.6936	1584.8917	1587.9960	37.3	43.8	43.0	46.8	41.9	62.1	61.6	59.5	70.3	56.9	69.2	65.4	83.9	74.6	79.4	78.0	63.2	69.2	70.4	63.7	65.2	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48211	0 0 0 0	1510.3514	1513.6935	1516.5663	1519.8091	1522.7532	1525.8485	1529.0496	1532.1971	1535.2853	1538.5856	1541.4844	1544.4441	1547.5839	1550.7262	1553.7700	1556.7729	1559.5464	1563.2183	1566.3217	1569.2633	1572.6941	1575.3781	1578.5077	1581.6937	1584.8917	1587.9966	37.4	43.8	43.1	46.8	41.9	62.0	61.6	59.5	70.4	56.8	69.1	65.4	83.9	74.6	79.4	78.1	63.2	69.2	70.4	63.8	65.2	64.9	48.7	41.6	45.0	40.6
2025/09/14	13:43:16	48212	0 0 0 0	1510.3514	1513.6934	1516.5664	1519.8090	1522.7529	1525.8485	1529.0496	1532.1974	1535.2854	1538.5854	1541.4844	1544.4442	1547.5840	1550.7261	1553.7700	1556.7729	1559.5466	1563.2183	1566.3215	1569.2632	1572.6940	1575.3782	1578.5079	1581.6938	1584.8917	1587.9967	37.3	43.8	43.1	46.8	42.0	62.2	61.7	59.6	70.3	56.8	69.2	65.5	83.9	74.7	79.3	78.0	63.2	69.2	70.4	63.8	65.2	64.9	48.7	41.6	45.0	40.6
2025/09/14	13:43:16	48213	0 0 0 0	1510.3513	1513.6934	1516.5662	1519.8091	1522.7529	1525.8485	1529.0496	1532.1974	1535.2854	1538.5856	1541.4845	1544.4441	1547.5839	1550.7260	1553.7700	1556.7731	1559.5464	1563.2181	1566.3218	1569.2632	1572.6941	1575.3782	1578.5077	1581.6937	1584.8916	1587.9957	37.3	43.8	43.0	46.8	41.9	62.1	61.6	59.4	70.3	56.8	69.1	65.4	83.8	74.6	79.3	77.9	63.2	69.1	70.4	63.7	65.2	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48214	0 0 0 0	1510.3514	1513.6935	1516.5662	1519.8088	1522.7531	1525.8485	1529.0494	1532.1974	1535.2856	1538.5856	1541.4843	1544.4441	1547.5839	1550.7262	1553.7699	1556.7731	1559.5465	1563.2183	1566.3217	1569.2633	1572.6940	1575.3781	1578.5079	1581.6936	1584.8918	1587.9968	37.4	43.8	43.1	46.8	41.9	62.1	61.6	59.5	70.3	56.9	69.2	65.5	83.9	74.6	79.3	77.9	63.2	69.1	70.4	63.7	65.2	64.9	48.6	41.7	45.1	40.6
2025/09/14	13:43:16	48215	0 0 0 0	1510.3513	1513.6935	1516.5664	1519.8090	1522.7534	1525.8485	1529.0496	1532.1971	1535.2853	1538.5852	1541.4844	1544.4441	1547.5839	1550.7262	1553.7699	1556.7729	1559.5464	1563.2183	1566.3217	1569.2633	1572.6940	1575.3782	1578.5078	1581.6937	1584.8916	1587.9961	37.4	43.8	43.0	46.8	41.9	62.1	61.6	59.5	70.3	56.9	69.1	65.4	83.9	74.6	79.3	78.0	63.3	69.3	70.4	63.9	65.2	64.8	48.7	41.6	45.1	40.5
2025/09/14	13:43:16	48216	0 0 0 0	1510.3514	1513.6935	1516.5662	1519.8088	1522.7532	1525.8486	1529.0494	1532.1973	1535.2855	1538.5856	1541.4845	1544.4440	1547.5839	1550.7261	1553.7700	1556.7729	1559.5463	1563.2183	1566.3215	1569.2633	1572.6938	1575.3781	1578.5078	1581.6938	1584.8917	1587.9954	37.3	43.8	43.1	46.7	41.9	62.1	61.6	59.4	70.2	56.9	69.2	65.5	83.9	74.7	79.3	77.9	63.2	69.2	70.4	63.8	65.1	64.9	48.8	41.6	45.0	40.5
2025/09/14	13:43:16	48217	0 0 0 0	1510.3513	1513.6934	1516.5663	1519.8092	1522.7533	1525.8486	1529.0496	1532.1973	1535.2854	1538.5854	1541.4844	1544.4442	1547.5840	1550.7262	1553.7699	1556.7731	1559.5465	1563.2181	1566.3215	1569.2634	1572.6942	1575.3781	1578.5076	1581.6936	1584.8917	1587.9962	37.3	43.8	43.1	46.8	41.9	62.1	61.6	59.4	70.3	56.9	69.0	65.5	83.8	74.6	79.4	78.0	63.3	69.1	70.4	63.8	65.2	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48218	0 0 0 0	1510.3516	1513.6931	1516.5662	1519.8091	1522.7535	1525.8485	1529.0494	1532.1970	1535.2854	1538.5852	1541.4845	1544.4441	1547.5839	1550.7262	1553.7699	1556.7728	1559.5465	1563.2183	1566.3217	1569.2632	1572.6942	1575.3779	1578.5077	1581.6937	1584.8916	1587.9962	37.4	43.8	43.1	46.8	41.9	62.1	61.5	59.5	70.2	56.9	69.2	65.5	84.0	74.6	79.3	78.0	63.3	69.2	70.4	63.8	65.3	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48219	0 0 0 0	1510.3512	1513.6935	1516.5663	1519.8090	1522.7531	1525.8486	1529.0497	1532.1970	1535.2854	1538.5852	1541.4845	1544.4440	1547.5839	1550.7262	1553.7699	1556.7729	1559.5464	1563.2181	1566.3215	1569.2633	1572.6943	1575.3781	1578.5078	1581.6936	1584.8916	1587.9951	37.3	43.7	43.1	46.7	41.9	62.2	61.6	59.5	70.3	56.9	69.2	65.5	83.9	74.6	79.4	78.0	63.2	69.2	70.4	63.8	65.1	64.8	48.7	41.6	45.0	40.4
2025/09/14	13:43:16	48220	0 0 0 0	1510.3513	1513.6931	1516.5663	1519.8088	1522.7532	1525.8485	1529.0496	1532.1970	1535.2854	1538.5853	1541.4845	1544.4441	1547.5839	1550.7261	1553.7698	1556.7729	1559.5465	1563.2183	1566.3217	1569.2632	1572.6942	1575.3779	1578.5077	1581.6937	1584.8918	1587.9956	37.3	43.8	43.1	46.9	41.9	62.1	61.6	59.6	70.3	57.0	69.2	65.5	83.8	74.6	79.4	78.1	63.2	69.2	70.4	63.8	65.2	64.9	48.8	41.6	45.1	40.4
2025/09/14	13:43:16	48221	0 0 0 0	1510.3512	1513.6932	1516.5663	1519.8091	1522.7532	1525.8485	1529.0497	1532.1970	1535.2855	1538.5853	1541.4845	1544.4440	1547.5837	1550.7261	1553.7699	1556.7729	1559.5463	1563.2181	1566.3215	1569.2633	1572.6942	1575.3782	1578.5076	1581.6937	1584.8916	1587.9965	37.3	43.8	43.1	46.8	41.9	62.2	61.7	59.5	70.4	56.9	69.0	65.4	84.0	74.5	79.3	78.0	63.2	69.2	70.4	63.8	65.3	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48222	0 0 0 0	1510.3514	1513.6932	1516.5663	1519.8088	1522.7532	1525.8484	1529.0496	1532.1970	1535.2854	1538.5851	1541.4845	1544.4440	1547.5840	1550.7262	1553.7699	1556.7728	1559.5464	1563.2184	1566.3215	1569.2634	1572.6943	1575.3782	1578.5077	1581.6935	1584.8918	1587.9960	37.4	43.8	43.1	46.8	41.9	62.1	61.5	59.5	70.3	56.9	69.1	65.5	83.9	74.6	79.3	78.0	63.2	69.1	70.4	63.8	65.1	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48223	0 0 0 0	1510.3513	1513.6934	1516.5664	1519.8090	1522.7531	1525.8485	1529.0497	1532.1971	1535.2854	1538.5853	1541.4846	1544.4440	1547.5839	1550.7260	1553.7700	1556.7729	1559.5464	1563.2181	1566.3214	1569.2633	1572.6941	1575.3781	1578.5076	1581.6936	1584.8917	1587.9956	37.4	43.8	43.1	46.8	41.9	62.2	61.6	59.5	70.3	56.9	69.1	65.4	83.9	74.6	79.4	78.1	63.2	69.2	70.4	63.8	65.2	64.9	48.7	41.6	45.1	40.5
2025/09/14	13:43:16	48224	0 0 0 0	1510.3512	1513.6932	1516.5662	1519.8090	1522.7532	1525.8486	1529.0496	1532.1969	1535.2855	1538.5851	1541.4845	1544.4440	1547.5839	1550.7262	1553.7700	1556.7731	1559.5463	1563.2179	1566.3214	1569.2633	1572.6942	1575.3781	1578.5077	1581.6936	1584.8915	1587.9962	37.3	43.8	43.1	46.8	41.9	62.2	61.6	59.6	70.2	56.9	69.1	65.5	83.9	74.6	79.3	78.1	63.2	69.1	70.4	63.8	65.1	64.8	48.8	41.6	45.0	40.5
2025/09/14	13:43:16	48225	0 0 0 0	1510.3512	1513.6931	1516.5663	1519.8090	1522.7531	1525.8484	1529.0497	1532.1971	1535.2856	1538.5852	1541.4847	1544.4440	1547.5839	1550.7262	1553.7697	1556.7729	1559.5464	1563.2183	1566.3215	1569.2633	1572.6943	1575.3781	1578.5077	1581.6935	1584.8916	1587.9961	37.4	43.8	43.1	46.8	41.9	62.2	61.6	59.5	70.4	56.9	69.0	65.5	84.0	74.6	79.4	78.0	63.2	69.1	70.4	63.8	65.2	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48226	0 0 0 0	1510.3511	1513.6934	1516.5664	1519.8091	1522.7527	1525.8485	1529.0497	1532.1970	1535.2854	1538.5853	1541.4846	1544.4440	1547.5837	1550.7261	1553.7699	1556.7729	1559.5464	1563.2180	1566.3215	1569.2633	1572.6943	1575.3778	1578.5078	1581.6935	1584.8915	1587.9954	37.4	43.9	43.1	46.8	41.9	62.2	61.5	59.5	70.2	56.9	69.1	65.4	83.9	74.5	79.4	78.0	63.2	69.2	70.4	63.8	65.2	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48227	0 0 0 0	1510.3516	1513.6934	1516.5665	1519.8090	1522.7532	1525.8488	1529.0496	1532.1971	1535.2855	1538.5852	1541.4846	1544.4440	1547.5839	1550.7261	1553.7699	1556.7729	1559.5464	1563.2181	1566.3215	1569.2634	1572.6943	1575.3779	1578.5078	1581.6936	1584.8915	1587.9950	37.4	43.8	43.1	46.8	41.9	62.1	61.5	59.5	70.3	57.0	69.2	65.5	83.9	74.6	79.4	78.0	63.3	69.2	70.5	63.7	65.1	64.9	48.7	41.5	45.0	40.5
2025/09/14	13:43:16	48228	0 0 0 0	1510.3512	1513.6932	1516.5662	1519.8091	1522.7529	1525.8484	1529.0494	1532.1970	1535.2855	1538.5853	1541.4846	1544.4440	1547.5840	1550.7263	1553.7698	1556.7729	1559.5465	1563.2181	1566.3215	1569.2632	1572.6941	1575.3779	1578.5079	1581.6934	1584.8915	1587.9956	37.3	43.8	43.1	46.8	42.0	62.1	61.5	59.5	70.3	56.9	69.1	65.4	83.8	74.6	79.2	78.1	63.2	69.2	70.4	63.7	65.3	64.8	48.7	41.6	45.0	40.4
2025/09/14	13:43:16	48229	0 0 0 0	1510.3512	1513.6935	1516.5662	1519.8090	1522.7527	1525.8484	1529.0496	1532.1970	1535.2855	1538.5854	1541.4846	1544.4440	1547.5839	1550.7263	1553.7698	1556.7729	1559.5463	1563.2180	1566.3214	1569.2632	1572.6942	1575.3779	1578.5078	1581.6936	1584.8915	1587.9956	37.4	43.8	43.1	46.9	42.0	62.1	61.7	59.5	70.3	56.9	69.1	65.4	83.9	74.5	79.4	78.1	63.2	69.2	70.4	63.8	65.2	64.9	48.7	41.6	45.1	40.5
2025/09/14	13:43:16	48230	0 0 0 0	1510.3514	1513.6934	1516.5663	1519.8090	1522.7529	1525.8484	1529.0494	1532.1970	1535.2856	1538.5854	1541.4845	1544.4438	1547.5840	1550.7262	1553.7695	1556.7729	1559.5464	1563.2181	1566.3214	1569.2632	1572.6941	1575.3778	1578.5078	1581.6935	1584.8914	1587.9962	37.4	43.8	43.1	46.8	41.9	62.2	61.5	59.5	70.3	56.9	69.1	65.5	83.8	74.6	79.3	78.1	63.2	69.2	70.5	63.7	65.2	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48231	0 0 0 0	1510.3511	1513.6934	1516.5665	1519.8091	1522.7528	1525.8485	1529.0496	1532.1970	1535.2855	1538.5854	1541.4846	1544.4440	1547.5840	1550.7262	1553.7699	1556.7729	1559.5464	1563.2180	1566.3215	1569.2634	1572.6942	1575.3779	1578.5077	1581.6937	1584.8916	1587.9962	37.3	43.8	43.1	46.8	42.0	62.1	61.6	59.5	70.4	56.9	69.2	65.4	83.9	74.6	79.2	78.0	63.2	69.2	70.4	63.8	65.1	64.8	48.6	41.6	45.0	40.6
2025/09/14	13:43:16	48232	0 0 0 0	1510.3512	1513.6934	1516.5664	1519.8088	1522.7527	1525.8485	1529.0497	1532.1970	1535.2854	1538.5854	1541.4845	1544.4440	1547.5840	1550.7263	1553.7697	1556.7728	1559.5465	1563.2180	1566.3214	1569.2635	1572.6941	1575.3779	1578.5077	1581.6935	1584.8914	1587.9962	37.3	43.8	43.1	46.8	41.9	62.2	61.6	59.5	70.3	56.9	69.1	65.4	84.0	74.6	79.3	78.0	63.2	69.1	70.4	63.8	65.2	64.9	48.6	41.6	45.0	40.5
2025/09/14	13:43:16	48233	0 0 0 0	1510.3508	1513.6935	1516.5662	1519.8090	1522.7528	1525.8485	1529.0497	1532.1968	1535.2854	1538.5856	1541.4845	1544.4440	1547.5839	1550.7262	1553.7698	1556.7729	1559.5464	1563.2181	1566.3214	1569.2634	1572.6943	1575.3778	1578.5077	1581.6935	1584.8915	1587.9960	37.3	43.8	43.1	46.7	41.9	62.1	61.6	59.6	70.3	56.9	69.2	65.4	83.8	74.7	79.3	78.0	63.2	69.2	70.4	63.8	65.2	64.9	48.7	41.6	45.0	40.5
2025/09/14	13:43:16	48234	0 0 0 0	1510.3510	1513.6935	1516.5663	1519.8091	1522.7527	1525.8485	1529.0496	1532.1970	1535.2856	1538.5854	1541.4844	1544.4441	1547.5840	1550.7263	1553.7698	1556.7727	1559.5465	1563.2181	1566.3215	1569.2634	1572.6942	1575.3779	1578.5078	1581.6936	1584.8912	1587.9958	37.3	43.8	43.1	46.8	41.9	62.2	61.5	59.6	70.3	56.9	69.1	65.4	83.9	74.7	79.4	78.0	63.1	69.2	70.4	63.8	65.1	64.9	48.7	41.5	45.0	40.4
